user_id,age,employment_type,monthly_income,credit_score,purchase_amount,product_category,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,location,transaction_date,debt_to_income_ratio,risk_score,customer_segment
4422,20,Unemployed,5000,300,1397.5,Sports,9,10,2,0,6.96,Canada,11/14/2024,0.2795,280,High Risk
4423,28,Unemployed,7110.15,300,3619.6,Beauty,6,21,1,1,6.11,Germany,8/4/2024,0.509075055,282,High Risk
4424,30,Self-Employed,26356.63,365,5000,Home,12,24,2,0,3.79,Australia,12/23/2024,0.189705588,282,High Risk
4425,21,Student,6324.13,300,1712.88,Sports,12,14,2,1,2.01,UK,11/3/2024,0.270848322,288,High Risk
4426,32,Unemployed,14261.89,315,2919.55,Beauty,9,13,2,1,1.89,UK,7/9/2024,0.204709895,280,High Risk
4427,59,Salaried,38336.72,398,5000,Fashion,3,12,2,0,7.9,Canada,10/6/2024,0.13042326,244.8,High Risk
4428,36,Salaried,49792.73,528,5000,Beauty,3,0,0,0,3.32,Germany,6/22/2023,0.100416266,128.8,High Risk
4429,21,Student,13029.46,316,3846.21,Sports,9,11,2,0,2.01,Germany,9/25/2024,0.295193354,275.6,High Risk
4430,50,Salaried,50683.5,566,5000,Fashion,6,0,0,0,6.12,Canada,6/23/2023,0.098651435,113.6,Medium Risk
4431,19,Self-Employed,62757.28,507,5000,Home,12,17,3,1,6.92,Canada,1/20/2023,0.079672032,231.2,High Risk
4432,59,Self-Employed,88579.01,692,5000,Sports,3,10,1,0,8.09,USA,12/31/2024,0.056446781,103.2,Medium Risk
4433,20,Self-Employed,5000,339,1362.11,Home,12,8,1,0,7.54,India,12/30/2024,0.272422,240.4,High Risk
4434,28,Salaried,45148.9,528,5000,Home,9,1,0,1,8.37,USA,2/1/2023,0.110744669,130.8,High Risk
4435,53,Student,25523.58,300,5000,Beauty,6,21,3,0,6.99,Germany,11/22/2024,0.195897284,322,High Risk
4436,19,Self-Employed,55583.7,512,5000,Beauty,9,9,1,0,2.07,India,4/28/2023,0.089954429,173.2,High Risk
4437,37,Self-Employed,59107.33,589,5000,Fashion,3,15,1,0,3.15,USA,8/10/2024,0.084591877,154.4,Medium Risk
4438,39,Student,14342.39,358,674.27,Home,6,8,1,0,5.9,India,7/1/2024,0.047012388,232.8,High Risk
4439,55,Self-Employed,38573.44,455,5000,Fashion,3,7,2,1,7.88,USA,9/19/2024,0.12962287,212,High Risk
4440,50,Unemployed,6865.53,300,2531.67,Electronics,12,18,2,1,1.06,Australia,8/16/2024,0.368750847,296,High Risk
4441,45,Self-Employed,64477.12,687,5000,Fashion,12,0,0,0,5.75,Australia,6/12/2023,0.077546888,65.2,Medium Risk
4442,50,Student,13548.73,306,5000,Electronics,6,7,0,0,3.66,Germany,6/15/2023,0.369038279,231.6,High Risk
4443,34,Self-Employed,53398.49,578,5000,Home,6,10,1,0,3.9,India,2/24/2023,0.093635607,148.8,Medium Risk
4444,44,Unemployed,17743.63,377,5000,Sports,12,20,2,1,4.5,Australia,6/7/2023,0.281791268,269.2,High Risk
4445,18,Unemployed,9771.88,300,3298.26,Fashion,9,8,2,0,8.37,Germany,12/4/2024,0.337525635,276,High Risk
4446,34,Unemployed,9221.42,353,1504.98,Beauty,6,2,0,0,3.84,Australia,4/10/2023,0.163204799,202.8,High Risk
4447,23,Self-Employed,12553.8,300,4591.58,Electronics,12,15,4,1,7.14,Germany,7/10/2024,0.365752203,330,High Risk
4448,58,Self-Employed,56911.53,529,5000,Home,12,3,2,0,1.02,USA,8/21/2024,0.087855659,174.4,High Risk
4449,48,Unemployed,9637.34,300,5000,Home,9,6,1,1,6.65,UK,4/11/2023,0.518815358,252,Medium Risk
4450,31,Unemployed,9183.19,300,3106.45,Sports,6,14,2,1,8.27,Germany,3/15/2023,0.338275697,288,High Risk
4451,43,Salaried,72179.67,597,5000,Home,3,23,2,0,3.31,Germany,12/6/2024,0.069271583,187.2,Medium Risk
4452,27,Salaried,51331.71,482,5000,Fashion,9,17,3,1,6.39,Canada,9/17/2024,0.097405678,241.2,High Risk
4453,18,Self-Employed,35844.83,490,5000,Fashion,3,0,0,1,2.89,UK,12/16/2024,0.13949013,144,High Risk
4454,26,Student,18573.52,410,5000,Home,3,2,0,1,2.89,Canada,12/29/2024,0.269200453,180,High Risk
4455,19,Salaried,42798.86,434,5000,Sports,6,15,3,1,5.63,Canada,10/12/2024,0.116825542,256.4,High Risk
4456,44,Unemployed,15948.85,404,5000,Electronics,9,5,0,0,5.96,Australia,10/31/2024,0.313502227,188.4,High Risk
4457,37,Self-Employed,67562.32,576,5000,Fashion,12,17,1,0,4.38,Germany,4/22/2023,0.074005748,163.6,Medium Risk
4458,20,Self-Employed,45769.26,427,100,Electronics,9,20,3,1,9.38,USA,2/4/2023,0.002184873,269.2,High Risk
4459,25,Student,20196.75,312,4895.7,Beauty,3,6,2,0,6.74,India,2/9/2023,0.242400386,267.2,High Risk
4460,45,Student,18328.62,417,5000,Beauty,12,11,1,0,2.39,Australia,2/28/2023,0.272797406,215.2,High Risk
4461,26,Self-Employed,57757.49,567,5000,Beauty,3,10,1,0,3.34,USA,9/15/2024,0.086568859,153.2,Medium Risk
4462,32,Student,22604.8,348,3695.46,Home,6,9,2,0,8.65,Germany,7/31/2024,0.163481208,258.8,High Risk
4463,36,Unemployed,12679.16,352,5000,Electronics,6,11,1,1,4.05,UK,1/7/2023,0.394347891,241.2,High Risk
4464,47,Unemployed,10247.9,327,3301.3,Fashion,9,10,1,0,4.31,USA,12/9/2024,0.322144049,249.2,High Risk
4465,56,Unemployed,10672.02,373,1004.81,Sports,12,12,1,0,5.97,India,5/8/2023,0.094153684,234.8,High Risk
4466,38,Unemployed,11896.77,339,3803.21,Electronics,3,0,0,0,8.39,UK,12/17/2024,0.31968425,204.4,High Risk
4467,48,Salaried,74617.34,617,5000,Beauty,9,20,2,0,1.57,India,2/6/2023,0.067008553,173.2,Medium Risk
4468,44,Self-Employed,56388.36,501,5000,Home,12,21,2,1,7.48,USA,3/10/2023,0.088670782,221.6,High Risk
4469,34,Unemployed,12336.21,300,3126.36,Beauty,3,4,2,0,5.96,India,2/9/2023,0.253429538,268,High Risk
4470,49,Unemployed,18393.33,366,5000,Beauty,9,1,0,0,6.97,Germany,11/30/2024,0.271837672,195.6,High Risk
4471,55,Salaried,69477.63,649,5000,Home,9,21,1,1,8.16,Germany,10/10/2024,0.07196561,142.4,Medium Risk
4472,47,Student,5189.26,305,1633.83,Electronics,12,16,2,1,8.22,Canada,11/18/2024,0.31484836,290,High Risk
4473,47,Unemployed,5000,328,889.87,Sports,12,13,1,0,2.53,UK,12/13/2024,0.177974,254.8,High Risk
4474,56,Unemployed,14479.55,429,5000,Home,6,2,0,1,7.3,Canada,5/26/2023,0.345314599,172.4,High Risk
4475,37,Student,17099.92,332,5000,Electronics,12,18,2,1,8.38,USA,10/24/2024,0.292399029,283.2,High Risk
4476,58,Unemployed,16387.51,422,5000,Sports,9,3,0,0,7.8,Germany,12/31/2024,0.305110416,177.2,High Risk
4477,28,Salaried,74990.64,662,5000,Fashion,3,7,1,0,6.6,India,6/29/2023,0.066674988,109.2,Medium Risk
4478,33,Student,16221.99,340,5000,Sports,9,5,0,1,8.75,UK,7/16/2024,0.30822359,214,High Risk
4479,23,Self-Employed,52112.52,462,5000,Sports,12,13,3,1,7.39,Canada,7/18/2024,0.095946233,241.2,High Risk
4480,52,Unemployed,11434.85,328,2849.12,Beauty,6,8,1,0,7.56,India,9/3/2024,0.249161117,244.8,High Risk
4481,40,Unemployed,11561.86,352,800.05,Home,12,21,1,0,9.05,India,2/16/2023,0.069197344,261.2,High Risk
4482,57,Salaried,64489.99,514,5000,Beauty,3,1,0,0,7.29,Germany,1/7/2023,0.077531412,136.4,High Risk
4483,35,Student,23683.85,418,5000,Electronics,3,12,1,1,8.85,Canada,10/13/2024,0.211114325,216.8,High Risk
4484,22,Student,13802.3,395,5000,Home,9,9,1,1,9.64,Germany,6/30/2023,0.362258464,220,High Risk
4485,36,Student,20993.33,411,5000,Home,9,2,0,0,7.21,India,6/28/2023,0.238170886,179.6,High Risk
4486,25,Student,17392.12,300,5000,Fashion,3,14,2,0,1.5,UK,4/4/2023,0.287486517,288,High Risk
4487,43,Student,14490.15,352,5000,Beauty,12,4,0,0,1.67,India,2/3/2023,0.34506199,207.2,High Risk
4488,56,Unemployed,9075.2,338,4049.1,Home,3,6,0,0,2.66,UK,7/30/2024,0.446171985,216.8,High Risk
4489,25,Salaried,37614.86,429,5000,Sports,9,12,1,1,2.33,India,7/16/2024,0.132926189,212.4,High Risk
4490,52,Student,17930.14,361,2831.09,Electronics,6,6,0,0,1.32,Canada,8/18/2024,0.157895588,207.6,High Risk
4491,20,Unemployed,8184.25,350,1506.16,Fashion,9,16,1,0,4.38,USA,3/25/2023,0.184031524,252,High Risk
4492,48,Salaried,54925.23,565,5000,Sports,12,0,0,0,9.31,India,4/26/2023,0.091032846,114,Medium Risk
4493,26,Self-Employed,45552.1,551,5000,Fashion,9,6,1,0,3.92,Australia,6/27/2023,0.109764424,151.6,Medium Risk
4494,43,Unemployed,7511.53,300,100,Beauty,6,8,1,1,7.19,UK,8/15/2024,0.013312867,256,Medium Risk
4495,49,Student,20623.03,385,3163.56,Beauty,3,12,1,0,5.84,Australia,1/12/2023,0.153399379,230,High Risk
4496,36,Self-Employed,90379.85,714,5000,Sports,9,11,1,0,5.56,Canada,4/12/2023,0.055322066,96.4,Low Risk
4497,44,Unemployed,14069.71,300,5000,Electronics,12,0,0,1,6.39,India,12/27/2024,0.355373352,220,Medium Risk
4498,49,Student,7645.99,400,2069.11,Home,12,2,0,0,8.74,India,3/14/2023,0.270613747,184,High Risk
4499,52,Self-Employed,61414.99,591,5000,Sports,12,0,0,0,3.3,Australia,3/26/2023,0.081413349,103.6,Medium Risk
4500,47,Salaried,50506.66,521,5000,Beauty,3,11,1,0,6.86,Canada,7/11/2024,0.098996845,173.6,High Risk
4501,22,Salaried,32188.62,300,5000,Home,12,21,5,1,1.07,Australia,3/31/2023,0.155334401,362,High Risk
4502,43,Student,22726.18,334,5000,Beauty,3,6,1,0,5.53,Germany,11/2/2024,0.220010578,238.4,High Risk
4503,44,Salaried,31336.01,453,5000,Fashion,12,6,1,0,7.62,Australia,10/30/2024,0.159560838,190.8,High Risk
4504,42,Student,12058.37,303,3430.18,Electronics,12,13,1,0,8.16,Germany,2/18/2023,0.28446465,264.8,High Risk
4505,43,Salaried,41334.19,412,5000,Fashion,3,15,2,0,4.58,Canada,4/10/2023,0.120965235,245.2,High Risk
4506,34,Student,12775.89,300,4706.08,Home,9,10,2,0,7.69,Canada,12/3/2024,0.368356334,280,High Risk
4507,35,Self-Employed,59372.89,563,5000,Electronics,3,0,1,0,8.72,UK,11/24/2024,0.084213519,134.8,Medium Risk
4508,31,Unemployed,21686,388,5000,Fashion,12,4,0,1,2.86,Germany,1/28/2023,0.230563497,192.8,High Risk
4509,24,Student,18862.1,317,100,Fashion,6,7,1,1,9.06,UK,11/26/2024,0.005301637,247.2,High Risk
4510,20,Salaried,33827.54,473,5000,Sports,3,14,1,0,8.62,Germany,1/3/2023,0.147808561,198.8,High Risk
4511,25,Self-Employed,40985.29,485,3757.21,Home,3,10,1,1,3.97,UK,7/14/2024,0.091672158,186,High Risk
4512,54,Salaried,57387.25,604,5000,Beauty,3,0,0,0,8.93,USA,7/4/2024,0.087127367,98.4,Medium Risk
4513,26,Salaried,45432.79,489,5000,Beauty,12,8,1,1,7.04,Australia,6/6/2023,0.110052673,180.4,High Risk
4514,59,Self-Employed,130220.67,850,5000,Home,6,15,1,0,1.23,UK,7/12/2024,0.038396362,50,Low Risk
4515,19,Unemployed,5000,300,3325.75,Sports,9,13,1,0,9.33,Australia,9/15/2024,0.66515,266,High Risk
4516,50,Student,26868.56,453,3255.98,Electronics,3,12,1,0,4.72,USA,11/20/2024,0.121181783,202.8,High Risk
4517,56,Self-Employed,67765.84,604,5000,Electronics,3,16,1,0,4.22,Australia,10/26/2024,0.073783487,150.4,Medium Risk
4518,51,Student,20375.92,411,5000,Fashion,12,16,1,0,8.86,India,8/13/2024,0.245387693,227.6,High Risk
4519,33,Student,19036.42,330,4718.04,Sports,9,12,1,0,1.92,Germany,12/4/2024,0.247842819,252,High Risk
4520,37,Unemployed,12053.32,316,5000,Sports,9,17,1,1,1.75,UK,10/7/2024,0.414823468,267.6,High Risk
4521,33,Unemployed,7080.59,321,1569.83,Beauty,3,3,0,0,4.6,Canada,6/3/2023,0.221708925,217.6,High Risk
4522,37,Salaried,51059.62,482,5000,Home,9,12,1,0,5.3,UK,10/28/2024,0.09792474,191.2,High Risk
4523,50,Student,12931.72,300,4071.28,Home,3,10,2,1,5.95,Germany,5/9/2023,0.314828963,280,High Risk
4524,46,Self-Employed,58483.59,645,5000,Beauty,9,0,0,0,1.88,Australia,1/17/2023,0.085494068,82,Medium Risk
4525,36,Unemployed,17757.17,366,5000,Fashion,6,13,1,1,4.09,Canada,9/4/2024,0.2815764,239.6,High Risk
4526,23,Salaried,60745.27,566,100,Beauty,3,2,0,0,8.17,UK,5/2/2023,0.001646219,117.6,Medium Risk
4527,33,Unemployed,16538.44,355,5000,Electronics,9,18,1,1,5.18,Australia,4/28/2023,0.302325975,254,High Risk
4528,40,Salaried,74785.12,624,5000,Beauty,12,10,1,0,3.98,Canada,3/14/2023,0.06685822,130.4,Medium Risk
4529,32,Student,6605.69,300,2854.75,Electronics,12,20,1,0,2.81,USA,2/23/2023,0.4321653,280,High Risk
4530,18,Student,8309.1,347,1498.11,Home,12,21,1,1,2.46,UK,10/14/2024,0.180297505,263.2,High Risk
4531,33,Student,14148.71,306,5000,Beauty,9,9,1,1,2.87,Australia,5/30/2023,0.353389108,255.6,High Risk
4532,24,Unemployed,5957.52,328,2800.34,Electronics,12,10,1,0,6.53,USA,3/20/2023,0.470051297,248.8,High Risk
4533,32,Self-Employed,55175.85,563,4826.08,Sports,9,20,1,0,9.35,UK,9/10/2024,0.087467252,174.8,Medium Risk
4534,42,Unemployed,16269.39,386,4152.35,Beauty,9,1,0,1,2.77,India,4/22/2023,0.255224689,187.6,High Risk
4535,34,Student,9245.21,305,1177.11,Sports,3,14,2,0,8.83,Australia,7/8/2024,0.127321067,286,High Risk
4536,41,Unemployed,17242.11,376,2999.79,Fashion,9,3,0,1,3.6,Germany,8/17/2024,0.173980447,195.6,High Risk
4537,30,Self-Employed,40681.02,500,5000,Beauty,6,0,0,0,1.89,Canada,10/2/2024,0.122907439,140,High Risk
4538,27,Salaried,29961.54,452,5000,Electronics,9,7,1,1,1.88,Germany,3/22/2023,0.166880608,193.2,High Risk
4539,57,Self-Employed,56665.35,537,5000,Fashion,3,11,1,0,6.48,India,9/1/2024,0.088237344,167.2,High Risk
4540,29,Student,17588.81,354,3269.71,Fashion,3,19,3,1,3.2,USA,2/3/2023,0.18589717,296.4,High Risk
4541,32,Unemployed,13290.24,362,5000,Sports,6,3,0,1,5.35,Germany,12/5/2024,0.37621593,201.2,High Risk
4542,24,Student,10117.54,300,891.42,Fashion,3,19,2,0,4.78,Germany,1/7/2023,0.088106397,298,High Risk
4543,42,Student,23982.16,392,5000,Home,9,4,0,1,8.32,UK,1/26/2023,0.20848831,191.2,High Risk
4544,47,Salaried,54234.51,571,5000,Home,12,15,1,0,8.9,Canada,10/18/2024,0.092192222,161.6,Medium Risk
4545,56,Unemployed,18781.58,361,3657.57,Fashion,6,0,0,0,4.75,Germany,12/20/2024,0.194742402,195.6,High Risk
4546,30,Unemployed,8267.38,362,1349.01,Beauty,6,17,1,1,1.93,UK,10/18/2024,0.163172613,249.2,High Risk
4547,23,Unemployed,9028.4,311,5000,Fashion,3,0,0,1,5.56,USA,3/11/2023,0.553807984,215.6,High Risk
4548,21,Unemployed,11325.72,315,3298.63,Home,6,10,1,0,8.28,India,10/18/2024,0.291251241,254,High Risk
4549,52,Student,20254.07,355,5000,Beauty,9,21,1,1,3.2,Australia,6/2/2023,0.246863964,260,High Risk
4550,49,Self-Employed,58125.05,536,5000,Electronics,6,11,1,1,4.07,Germany,5/19/2023,0.086021431,167.6,High Risk
4551,26,Unemployed,14647.75,300,263.2,Beauty,3,9,2,0,1.53,Germany,6/16/2023,0.01796863,278,High Risk
4552,56,Self-Employed,39298.07,444,5000,Electronics,6,22,1,1,7.8,Canada,6/24/2023,0.127232711,226.4,High Risk
4553,55,Self-Employed,79175.67,641,5000,Fashion,9,19,1,0,2.29,Canada,7/12/2024,0.063150713,141.6,Medium Risk
4554,38,Salaried,30385.36,416,5000,Sports,6,16,2,1,3.71,Canada,12/1/2024,0.164552929,245.6,High Risk
4555,44,Unemployed,14739.9,300,5000,Electronics,6,1,1,0,3.99,UK,7/9/2024,0.339215327,242,Medium Risk
4556,32,Self-Employed,50700.46,494,3563.1,Fashion,9,2,0,1,6.3,Canada,8/2/2024,0.070277469,146.4,High Risk
4557,27,Unemployed,11300.44,302,4100.58,Electronics,3,2,0,1,6,UK,9/21/2024,0.362869056,223.2,High Risk
4558,37,Salaried,57471.8,550,5000,Sports,12,9,1,0,2.83,Australia,9/22/2024,0.086999189,158,High Risk
4559,59,Unemployed,18205.34,388,5000,Sports,12,4,0,1,4.84,Canada,4/13/2023,0.274644692,192.8,High Risk
4560,26,Self-Employed,87428.34,695,5000,Fashion,3,16,1,0,5.67,Germany,6/10/2023,0.057189694,114,Medium Risk
4561,41,Student,24870.03,390,4917.01,Fashion,3,22,1,0,7.94,USA,6/24/2023,0.197708246,248,High Risk
4562,36,Unemployed,10671.72,350,2720.58,Fashion,3,0,0,0,5.94,UK,6/18/2023,0.2549336,200,High Risk
4563,23,Self-Employed,52186.88,466,5000,Home,6,19,2,0,4.54,India,10/2/2024,0.095809521,231.6,High Risk
4564,58,Salaried,54596.9,532,5000,Fashion,3,0,0,1,5.81,Canada,2/26/2023,0.091580291,127.2,High Risk
4565,44,Unemployed,9861.57,300,1678.21,Beauty,9,19,4,1,8.77,USA,11/12/2024,0.170176757,338,High Risk
4566,32,Unemployed,5000,303,100,Fashion,12,4,0,1,5.2,USA,2/25/2023,0.02,226.8,High Risk
4567,36,Unemployed,15015.36,331,1801.67,Sports,12,0,0,1,9.54,Australia,5/14/2023,0.119988465,207.6,High Risk
4568,48,Salaried,68086.43,597,5000,Sports,3,14,3,0,1.79,UK,11/29/2024,0.073436072,189.2,Medium Risk
4569,30,Self-Employed,61268.3,554,5000,Fashion,3,14,2,0,1.02,Germany,1/7/2023,0.081608271,186.4,Medium Risk
4570,59,Salaried,60897.84,626,5000,Electronics,3,0,0,0,8.78,Australia,4/23/2023,0.082104718,89.6,Medium Risk
4571,33,Salaried,40065.9,485,4130.72,Beauty,6,18,1,1,6.28,Canada,7/6/2024,0.103098146,202,High Risk
4572,42,Unemployed,6215.76,300,2580.46,Beauty,12,8,2,1,8.33,India,5/1/2023,0.415147947,276,High Risk
4573,44,Unemployed,11356.88,346,1926.71,Home,3,1,0,1,5.43,Australia,7/5/2024,0.169651348,203.6,High Risk
4574,49,Salaried,45272.41,472,5000,Sports,9,15,2,0,5.73,Australia,7/31/2024,0.110442541,221.2,High Risk
4575,59,Salaried,54967.61,510,100,Beauty,12,24,2,1,1.28,Germany,7/23/2024,0.001819253,224,High Risk
4576,24,Salaried,51439.17,540,5000,Home,9,12,1,0,5.85,Germany,8/14/2024,0.09720219,168,High Risk
4577,23,Salaried,36181.38,526,5000,Home,12,3,0,0,5.54,Germany,1/15/2023,0.138192628,135.6,High Risk
4578,36,Unemployed,5000,300,688.59,Beauty,3,16,2,1,9.67,India,5/29/2023,0.137718,292,High Risk
4579,18,Salaried,41262.46,508,4131.11,Fashion,9,2,0,1,8.29,UK,1/31/2023,0.10011788,140.8,High Risk
4580,33,Salaried,48645.3,415,5000,Fashion,9,11,1,0,4.23,UK,9/8/2024,0.102784853,216,High Risk
4581,52,Unemployed,16500.78,342,2929.44,Home,12,22,1,0,5.17,USA,5/19/2023,0.177533426,267.2,High Risk
4582,44,Self-Employed,70273.31,600,5000,Beauty,6,13,1,0,7.76,USA,10/2/2024,0.071150768,146,Medium Risk
4583,54,Student,16910.55,374,5000,Electronics,9,17,2,1,2.26,UK,5/15/2023,0.295673411,264.4,High Risk
4584,40,Salaried,65092.72,617,5000,Beauty,9,3,0,0,8.3,Australia,3/16/2023,0.076813505,99.2,Medium Risk
4585,27,Unemployed,6191.34,329,1172.69,Fashion,9,10,1,0,7.27,UK,8/18/2024,0.189408109,248.4,High Risk
4586,18,Student,5000,337,815.62,Home,6,3,0,0,2.14,Australia,4/19/2023,0.163124,211.2,High Risk
4587,38,Unemployed,5587.5,301,1892.68,Home,12,15,1,0,9.87,Germany,10/16/2024,0.338734676,269.6,High Risk
4588,24,Student,6497.61,300,2034.32,Sports,9,14,1,1,5.15,UK,2/12/2023,0.313087428,268,High Risk
4589,30,Salaried,52293.6,531,5000,Fashion,9,15,2,0,5.49,USA,12/3/2024,0.095613995,197.6,High Risk
4590,46,Student,10650.45,300,4609.96,Electronics,6,19,2,0,9.16,USA,5/9/2023,0.432841805,298,High Risk
4591,20,Student,11216.97,414,2584.37,Sports,12,3,0,1,4.59,UK,7/4/2024,0.230398227,180.4,High Risk
4592,30,Student,14426.8,397,3040.85,Home,6,0,0,0,2.48,Australia,8/1/2024,0.210777858,181.2,High Risk
4593,36,Self-Employed,74701.94,651,5000,Sports,12,4,0,0,7.96,Australia,10/21/2024,0.066932666,87.6,Medium Risk
4594,35,Student,18300.4,326,4849.58,Beauty,3,25,2,1,5.55,Australia,6/30/2023,0.264998579,299.6,High Risk
4595,59,Unemployed,14855.23,373,2232.82,Home,6,11,1,0,6.34,USA,3/12/2023,0.150305313,232.8,High Risk
4596,46,Self-Employed,53489.72,522,5000,Fashion,12,1,0,1,2.18,Canada,2/23/2023,0.093475905,133.2,High Risk
4597,46,Student,24863.86,410,5000,Beauty,9,9,1,0,6.84,UK,8/6/2024,0.201095083,214,High Risk
4598,56,Self-Employed,83731.71,744,5000,Electronics,6,1,0,0,9.41,USA,5/5/2023,0.059714533,44.4,Low Risk
4599,28,Student,15898.45,349,5000,Fashion,3,8,1,0,3.15,Canada,10/23/2024,0.314496067,236.4,High Risk
4600,36,Salaried,61126.87,563,5000,Home,6,4,0,0,3.07,UK,6/12/2023,0.081797089,122.8,Medium Risk
4601,28,Unemployed,5000,314,189.53,Beauty,6,7,1,0,1.92,Canada,2/15/2023,0.037906,248.4,High Risk
4602,33,Self-Employed,55509.2,500,5000,Home,9,17,1,1,7.04,Australia,12/12/2024,0.090075159,194,High Risk
4603,27,Self-Employed,40005.06,300,5000,Sports,9,29,6,1,1.73,Canada,3/15/2023,0.12498419,398,High Risk
4604,51,Student,14242.82,349,4771.45,Sports,6,1,0,1,6.49,UK,2/12/2023,0.335007393,202.4,High Risk
4605,36,Unemployed,5000,334,1777.16,Beauty,6,0,0,0,4.25,Australia,9/29/2024,0.355432,206.4,High Risk
4606,49,Self-Employed,88998.49,705,5000,Sports,3,11,1,0,9.1,Germany,2/3/2023,0.056180728,100,Low Risk
4607,45,Self-Employed,88058.64,651,5000,Beauty,12,8,2,0,8.53,Germany,6/20/2023,0.056780345,135.6,Medium Risk
4608,38,Salaried,68666.7,624,5000,Electronics,9,11,1,0,6.87,UK,9/3/2024,0.072815499,132.4,Medium Risk
4609,19,Self-Employed,44888.69,468,5000,Home,3,12,1,0,9.66,USA,8/29/2024,0.111386632,196.8,High Risk
4610,30,Self-Employed,103798.56,760,5000,Fashion,12,13,2,0,6.02,UK,3/5/2023,0.048170225,102,Low Risk
4611,37,Salaried,59981.62,474,5000,Fashion,12,23,3,1,2.57,UK,9/12/2024,0.083358869,256.4,High Risk
4612,41,Unemployed,15926.4,300,5000,Beauty,3,15,1,0,3.6,Canada,1/31/2023,0.313944143,270,High Risk
4613,45,Salaried,74598.17,625,5000,Sports,3,14,2,0,7.65,USA,9/11/2024,0.067025773,158,Medium Risk
4614,43,Self-Employed,45209.65,522,5000,Home,3,3,0,0,4.49,Australia,9/15/2024,0.110595857,137.2,High Risk
4615,21,Salaried,26228.21,328,3510.94,Beauty,9,11,2,1,4,Australia,8/28/2024,0.133861213,270.8,High Risk
4616,40,Salaried,30503.93,428,3665.93,Home,3,18,2,0,1.95,Canada,4/23/2023,0.120178941,244.8,High Risk
4617,40,Salaried,43984.07,527,5000,Home,3,16,2,1,4.71,Canada,12/7/2024,0.11367752,201.2,High Risk
4618,37,Salaried,37215.83,439,5000,Electronics,6,8,2,1,4.22,Germany,2/13/2023,0.134351431,220.4,High Risk
4619,30,Self-Employed,70135.17,576,5000,Fashion,12,1,2,0,3.91,UK,5/12/2023,0.071290909,151.6,Medium Risk
4620,19,Self-Employed,19254.4,319,5000,Fashion,6,17,3,1,3.62,USA,1/25/2023,0.259680904,306.4,High Risk
4621,25,Unemployed,10984.54,305,5000,Fashion,12,15,2,1,3.49,India,7/5/2024,0.455185197,288,High Risk
4622,44,Student,18484.3,387,5000,Sports,12,12,1,0,6.6,UK,12/22/2024,0.27049983,229.2,High Risk
4623,57,Salaried,40208.45,504,5000,Fashion,9,21,1,0,9.09,Australia,9/11/2024,0.124351971,200.4,High Risk
4624,40,Salaried,45239.18,479,5000,Fashion,3,11,1,1,5.7,Canada,10/21/2024,0.110523666,190.4,High Risk
4625,35,Student,26331.64,474,2279.38,Electronics,6,3,0,1,1.08,USA,1/25/2023,0.086564301,156.4,High Risk
4626,56,Self-Employed,86265.26,769,5000,Fashion,9,18,1,0,2.68,Canada,12/18/2024,0.05796076,88.4,Low Risk
4627,33,Unemployed,18498.54,307,324.75,Beauty,6,11,1,1,7.92,India,8/1/2024,0.01755544,259.2,High Risk
4628,25,Salaried,60120.79,621,5000,Home,3,1,0,0,1.31,Australia,2/3/2023,0.083165907,93.6,Medium Risk
4629,29,Salaried,31530.64,417,5000,Fashion,3,14,1,1,1.33,Germany,12/30/2024,0.158575912,221.2,High Risk
4630,38,Salaried,59859.65,578,5000,Beauty,3,0,0,0,7.77,India,10/31/2024,0.083528721,108.8,Medium Risk
4631,27,Unemployed,12214.65,309,3277.19,Fashion,6,9,1,1,3.99,India,9/30/2024,0.268299951,254.4,High Risk
4632,48,Self-Employed,117240.17,850,5000,Sports,3,16,2,0,7.16,Germany,11/20/2024,0.042647499,72,Low Risk
4633,35,Student,16307.41,300,5000,Sports,3,10,1,0,7.75,India,1/15/2023,0.306609081,260,High Risk
4634,50,Unemployed,16455.98,300,5000,Electronics,9,5,3,1,3.91,Australia,2/20/2023,0.303840914,290,High Risk
4635,59,Unemployed,16144.18,368,5000,Fashion,12,0,0,1,3.89,Canada,1/11/2023,0.309709134,192.8,High Risk
4636,47,Unemployed,7949.62,315,2998.64,Electronics,9,2,0,0,4.61,UK,5/9/2023,0.377205451,218,High Risk
4637,33,Unemployed,13048.71,414,1509.36,Sports,6,6,0,0,9.44,UK,4/21/2023,0.115671204,186.4,High Risk
4638,35,Unemployed,11546.13,386,3300.53,Fashion,3,0,0,1,7.09,UK,3/19/2023,0.285855953,185.6,High Risk
4639,30,Unemployed,12494.41,336,2169.35,Sports,9,9,2,0,5.33,UK,6/6/2023,0.173625645,263.6,High Risk
4640,34,Student,18643.82,438,4318.7,Home,9,4,1,0,3.33,Canada,10/27/2024,0.231642442,192.8,High Risk
4641,55,Self-Employed,135422.43,850,5000,Home,3,9,2,0,8.72,UK,3/25/2023,0.036921506,58,Low Risk
4642,38,Student,14874.27,365,4269.28,Beauty,12,16,1,0,7.3,India,2/23/2023,0.287024506,246,High Risk
4643,20,Self-Employed,55649.15,641,5000,Beauty,3,15,1,0,3.16,India,11/21/2024,0.089848632,133.6,Medium Risk
